2.999997, 0.00107598, -292.97093320, 0.00654966, 0.36280070
2.949997, -0.00834523, -300.60989291, 0.00738073, 0.38782973
2.899997, 0.00215451, -306.15196328, 0.00818961, 0.40205095
2.849998, -0.00394697, -313.16675166, 0.00825071, 0.41091701
2.799998, 0.00074962, -319.53085161, 0.00931093, 0.45327074
2.749998, -0.00151453, -326.68230495, 0.01055322, 0.44363799
2.699998, 0.00106833, -333.74808771, 0.01179090, 0.51771910
2.649998, -0.01519122, -342.93115757, 0.01351824, 0.52639513
2.599998, 0.00152473, -350.47832738, 0.01387688, 0.54822447
2.549998, 0.00512238, -360.66088730, 0.01600245, 0.59374424
2.499998, 0.00651197, -368.36919939, 0.01958837, 0.63476717
2.449998, 0.00698623, -379.61856196, 0.02237167, 0.63706751
2.399998, -0.00699132, -390.77001530, 0.02813350, 0.77464005
2.349998, 0.00931923, -403.22284549, 0.03383289, 0.83591967
2.299998, -0.00320499, -417.72565018, 0.04459941, 1.02363375
2.249998, -0.01817189, -430.09077002, 0.05303241, 1.06865987
2.199998, -0.04229473, -445.93982662, 0.06762253, 1.22887337
2.149998, -0.05927588, -467.02090770, 0.09513092, 1.48607342
2.099998, -0.01763133, -489.09943906, 0.12243213, 1.79664687
2.049998, 0.09306729, -527.38398776, 0.18018655, 1.96847531
1.999998, 0.04124426, -565.47679755, 0.24820307, 2.03230680
1.949998, -0.10231278, -598.51096379, 0.29879708, 1.83195628
1.899998, -0.46474499, -632.97501275, 0.25081180, 1.32983129
1.849998, -0.22739147, -656.47118817, 0.37516895, 1.27111633
1.799999, 0.89239681, -678.64354921, 0.00128221, 1.03721180
1.749999, 0.91192776, -696.48342682, 0.00097835, 0.94936380
1.699999, 0.92827606, -712.15706272, 0.00068222, 0.80025665
1.649999, 0.94137579, -726.29678735, 0.00048930, 0.68528671
1.599999, 0.95293522, -738.24987251, 0.00032009, 0.57767652
1.549999, 0.96190244, -749.22590515, 0.00025961, 0.52169782
1.499999, 0.96979105, -758.76797552, 0.00020320, 0.46586704
1.449999, 0.97517323, -765.38908720, 0.00014416, 0.37373316
1.399999, 0.98104602, -773.17287098, 0.00011293, 0.32403759
1.349999, 0.98473251, -778.27027027, 0.00009237, 0.27990910
1.299999, 0.98814064, -782.79653238, 0.00007303, 0.24407931
1.249999, 0.99092889, -786.72514023, 0.00005037, 0.18359709
1.199999, 0.99334759, -790.11728710, 0.00003783, 0.15364299
1.149999, 0.99542201, -793.16267211, 0.00002606, 0.11438677
1.099999, 0.99652433, -794.77409485, 0.00002040, 0.09458517
1.049999, 0.99777985, -796.67312596, 0.00001360, 0.06494853
0.999999, 0.99845856, -797.61550229, 0.00000857, 0.04899815
0.949999, 0.99884391, -798.23559408, 0.00000744, 0.04293022
0.899999, 0.99929821, -798.91279959, 0.00000440, 0.02815728
0.849999, 0.99955088, -799.29015808, 0.00000288, 0.02084228
0.799999, 0.99973720, -799.58388577, 0.00000171, 0.01328337
0.749999, 0.99986476, -799.78786334, 0.00000094, 0.00756022
0.699999, 0.99989283, -799.82865885, 0.00000078, 0.00717677
0.649999, 0.99987751, -799.80622132, 0.00000096, 0.00909563
0.599999, 0.99986476, -799.78786334, 0.00000122, 0.01192617
0.549999, 0.99988514, -799.81642019, 0.00000102, 0.01185902
0.499999, 0.99989283, -799.82865885, 0.00000105, 0.01341376
0.449999, 0.99986726, -799.78786334, 0.00000143, 0.02039627
0.399999, 0.99986219, -799.77970423, 0.00000167, 0.02677881
0.349999, 0.99988008, -799.80826109, 0.00000174, 0.03188630
0.299999, 0.99985963, -799.77562468, 0.00000227, 0.04846303
0.249999, 0.99986726, -799.78786334, 0.00000279, 0.07130601
0.199999, 0.99985963, -799.77562468, 0.00000341, 0.10904216
0.149999, 0.99989283, -799.82865885, 0.00000366, 0.15629576
0.099999, 0.99986726, -799.78786334, 0.00000645, 0.41303051
